关系抽取_RE_Spatial_Emotion,情感表达_Emotion_Valence,情感表达_Emotion_Discrete,情感表达_Emotion_Intensity,情感表达_Emotion_Shift,空间环境特征_Place_Name
[红墙黛瓦] -> [欣赏]; [古今同框] -> [惊叹],Positive,放松/平静; 敬畏/惊叹,中/一般,否,下关滨江; 下关火车主题公园
[英式建筑风格] -> [兴趣/好奇],Positive,兴趣/好奇; 敬畏/惊叹,中/一般,否,长江大桥; 大桥南堡公园; 玻璃栈道
[蓝调通透天空] -> [愉悦/开心]; [紫峰大厦反光] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,是（不想拍->被美景吸引）,浦口码头; 中山码头; 南京西站; 铁路轮渡旧址
[铁轨和站房] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨; 敬佩/惊叹,强/高,否,浦口火车站; 南京西站
[开阔江景] -> [放松/平静]; [落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,鼓楼公园
[711便利店受追捧] -> [对历史街区的忽视],Mixed,怀旧/温馨; 悲伤/失望,中/一般,是（怀旧->失落）,中山码头; 民国首都电厂旧址; 死难工人纪念碑; 扬子饭店
[朱自清送别场景] -> [怀旧/温馨],Positive,怀旧/温馨; 兴趣/好奇,中/一般,否,长江大桥
[江风] -> [舒适/安全]; [秦淮河夜景] -> [宁静/放松],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇; 舒适/安全; 自豪/归属感,强/高,否,中山码头; 浦口火车站
[江边日落] -> [愉悦/开心]; [火车厢餐厅] -> [兴趣/好奇],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,江豚广场
,Neutral,,弱/低,否,大马路; 中山码头; 7-11江边路店
[开阔江景] -> [放松/平静]; [工业遗迹] -> [怀旧/温馨],Positive,放松/平静; 怀旧/温馨,中/一般,否,中山码头; 浦口码头; 南京北站
[江边citywalk] -> [兴趣/好奇],Positive,兴趣/好奇,中/一般,否,南京长江大桥; 玻璃栈道; 下关火车主题园; 铁路轮渡栈桥旧址; 江豚观赏地; 民国首都电厂旧址; 中山码头; 浦口火车站; 背影咖啡馆; 世界精酿啤酒博物馆; 茶南美食街; 秦淮河畔; 夫子庙
[落日余晖] -> [治愈/敬畏],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,下关火车主题公园
[地铁即将开通] -> [喜悦/兴奋],Positive,愉悦/开心; 兴趣/好奇; 期待,强/高,否,栈桥
[江] -> [愉悦/开心; 放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,民国首都电厂旧址公园
[江景视野] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,
,Positive,兴趣/好奇; 愉悦/开心,中/一般,否,玻璃栈道; 浦口火车站
[湛蓝湖水] -> [愉悦/开心]; [森林气息] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,下关火车主题公园; 中山码头; 阅江楼; 热河路; 三牌楼; 颐和路; 西桥; 金银街; 陶谷新村; 先锋书店; 五台山; 上海路; 省中医; 市妇幼保健院; 朝天宫; 夫子庙; 三山街; 通济门; 竹山路
[靠近江边] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,无法判断
,Neutral,,无法判断,无法判断,夕Space落日餐厅
,Neutral,,,否,
[工业风建筑] -> [愉悦/开心],Positive,愉悦/开心; 自豪/归属感,中/一般,否,金牛湖景区
[长江大桥灯光] -> [愉悦/开心],Mixed,放松/平静; 愉悦/开心; 挫败/烦恼,中/一般,是（愉悦->挫败）,下关滨江
[夕阳下的玻璃栈桥] -> [愉悦/开心]; [浪漫傍晚场景] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,中山码头; 民国首都电厂旧址; 江豚观赏地; 下关历史陈列馆; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 玻璃栈道
[通往长江大桥的路线] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,南京西站; 南京北站; 南京站
,Neutral,,弱/低,否,民国首都电厂旧址公园
[轮渡横跨长江] -> [兴趣/好奇],Positive,怀旧/温馨; 兴趣/好奇,中/一般,否,中山码头; 浦口码头; 大马路; 下关火车主题公园; 民国海军医院旧址; 欢乐舞台; 长江大桥; 玻璃栈道
[轮渡日落] -> [愉悦/开心]; [汽笛声] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,玻璃栈道; 长江大桥; 大桥南堡公园
[历史地标] -> [惋惜],Negative,悲伤/失望; 惋惜,中/一般,否,南京下关历史陈列馆; 下关火车主题公园; 铁路轮渡栈桥旧址; 浦口码头; 中山码头; 民国首都电厂旧址; 江边路海军医院旧址; 长江大桥
,Neutral,,弱/低,否,上元门; 南堡公园西公交站; 长江大桥; 大桥南堡公园
[复古火车厢] -> [愉悦/开心],Positive,愉悦/开心; 好奇/兴趣,中/一般,否,中山码头; 浦口码头; 南京北站
[广角视角下的长江大桥] -> [兴趣/好奇],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,中山码头; 浦口火车站
[复古建筑外观] -> [怀旧/温馨],Positive,怀旧/温馨,中/一般,否,阅江广场; 热河路; 中山北路; 下关站; 苏宁电器; 苏果超市; 南京天妃宫小学
[电影色调] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,强/高,否,下关火车公园; 下关历史陈列馆; 海军医院旧址
,,,,,下关火车主题公园
[轮渡汽笛声] -> [怀旧]; [梧桐影] -> [放松],Positive,放松/平静; 兴趣/好奇,中/一般,否,大桥南堡公园; 长江大桥; 好好便利店; 玻璃栈道
[夕阳] -> [愉悦/开心],Mixed,愉悦/开心; 担忧,中/一般,是（平淡->愉悦->担忧）,浦口火车站
[历史空间保留] -> [自豪]; [街道变化] -> [感慨],Mixed,自豪; 失望; 感慨,中/一般,是（自豪->失望）,下关火车主题公园; 滨江路
[萨克斯声] -> [兴趣/好奇],Mixed,兴趣/好奇; 失望/悲伤,中/一般,是（兴趣->失望）,
[日落] -> [治愈/敬畏],Positive,愉悦/开心; 放松/平静; 怀旧/温馨,强/高,否,鼓楼滨江
,,,,,长江大桥; 大桥南堡公园; 宝塔桥
无法判断,Positive,舒适/安全; 愉悦/开心,弱/低,否,无法判断
[夕阳] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,中山码头; 浦口码头; 南京北站; 1912街区
[落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,中山码头; 玻璃栈道; 民国海军医院旧址; 铁路轮渡旧址; 下关火车主题公园; 长江大桥; 浦口火车站
[橘子海落日] -> [治愈/敬畏]; [江风] -> [舒适],Positive,愉悦/开心; 放松/平静,强/高,否,
,,,,,无法判断
[橘色日落] -> [惊艳/敬畏],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,中山码头; 浦口码头
[江景落日] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,下关滨江
[暖色调天空] -> [景色宜人],Positive,放松/平静; 敬畏/惊叹,弱/低,否,下关滨江; 灯塔
[朱自清文学关联] -> [自豪/归属感],Positive,兴趣/好奇; 自豪/归属感,中/一般,否,
[落日与蓝调时刻] -> [兴趣/好奇]; [火焰与圣诞树] -> [浪漫],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 浪漫,强/高,否,长江大桥
[长江+铁路双枢纽] -> [敬畏/惊叹],Positive,自豪/归属感; 敬畏/惊叹,强/高,否,无法判断具体地点（可能在下关火车主题公园或大马路）
[四号码头] -> [怀旧联想],Neutral,怀旧/温馨,中/一般,否,下关火车主题公园
[长江上的落日余晖] -> [愉悦/开心]; [胶卷氛围感] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,中山码头; 下关火车主题公园; 民国首都电厂; 浦口火车站; 大马路历史风貌区; 浦口公园; 桥北滨江生态公园
,Mixed,兴趣/好奇; 挫败/烦恼,中/一般,是（兴趣->挫败）,夕Space落日餐厅
[微风拂过面颊] -> [舒适/放松],Positive,自豪/归属感; 敬仰/惊叹; 愉悦/开心,强/高,否,下关滨江; 仪凤门; 惠民河; 官码头; 招商码头; 怡和码头; 美最时码头; 太古码头; 日清码头; 教堂; 学校; 烟馆; 赌场; 舞厅; 长江; 京沪铁路; 南京西站; 津浦铁路
,Neutral,,弱/低,否,下关客运站; 下关电厂; 火车西站; 四号码头; 江边路; 大马路
[灯光齐放的夜景] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,中山码头; 浦口中山码头; 南京老火车站
,Positive,兴趣/好奇,弱/低,否,长江轮渡
[长江日落] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,南京长江大桥
[江水落日] -> [放松/平静]; [民国建筑风格] -> [兴趣/好奇],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬畏/惊叹,中/一般,否,下关
,,,,,南京长江大桥; 玻璃栈道; 大桥公园; 南堡公园; 浦口火车站
[日落光影] -> [愉悦/开心]; [江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,7-11江边路店
[时间留下的痕迹] -> [怀旧/温馨],Positive,怀旧/温馨; 愉悦/开心,中/一般,否,五马渡码头; 幕府山; 长江; 南京长江大桥; 浦口轮渡码头; 中山码头
[橘子味日落] -> [愉悦/开心]; [江边散步] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,阅江楼; 中山码头; 江豚观赏地; 铁路轮渡旧址; 下关火车主题公园; 长江大桥玻璃栈道
[晚风+江水] -> [放松/平静]; [自由澎湃的江水] -> [敬畏/惊叹],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,中/一般,否,
[远离城市喧嚣的宁静] -> [放松/平静],Positive,放松/平静; 自豪/归属感; 怀旧/温馨,中/一般,否,玻璃栈道; 南堡公园; 下关火车主题公园; 铁路轮渡栈桥旧址; 民国首都电厂旧址公园; 中山码头; 浦口码头; 南京北站; 扬子江生态公园五号岗
[落日景观] -> [愉悦/开心]; [江浪声] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,浦口火车站
[汽笛声和自行车铃] -> [敬畏/惊叹]; [暮色漫过船舷] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 怀旧/温馨; 自豪/归属感,强/高,否,中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 玻璃栈道; 长江大桥
,Neutral,反思/沉思,中/一般,否,南京长江大桥
[火车站站房] -> [敬爱/崇敬],Positive,愉悦/开心; 敬爱/崇敬; 怀旧/温馨,强/高,否,鼓楼滨江; 玻璃栈道; 中山码头
[夜景] -> [愉悦/开心]; [江面粼光] -> [敬畏/惊叹],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬畏/惊叹,强/高,否,下关火车主题公园
[夜景] -> [敬畏/惊叹]; [日落] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,中山码头; 浦口火车站
,Positive,兴趣/好奇; 舒适/安全,中/一般,否,
[黄昏落日] -> [愉悦/开心],Positive,愉悦/开心; 敬爱/怀念; 兴趣/好奇,强/高,否,浦口火车站; 浦口码头; 中山码头; 南京长江大桥
[晚霞] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 舒适/安全,强/高,否,南京长江大桥; 长江大桥玻璃栈道; 下关火车主题公园; 金川河入江口; 大草坪; 小亭子; 望江亭
[江豚宝宝浮出水面] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,南京长江大桥; 玻璃栈道
[日落景观] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨,强/高,否,鼓楼站; 中山码头; 浦口码头
[工业风建筑] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,强/高,否,浦口轮渡码头; 浦口火车站; 南京北站
[玻璃栈道夜景] -> [愉悦/开心]; [江风吹拂] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,夕Space落日餐厅; 南京民国首都电厂旧址公园
[朱自清《背影》发生地] -> [怀旧/温馨],Positive,怀旧/温馨; 敬畏/惊叹; 兴趣/好奇,强/高,否,大桥南堡公园; 江豚观赏地
,Neutral,,弱/低,否,中山码头
[玻璃栈道] -> [兴趣/好奇],Neutral,兴趣/好奇; 担忧/焦虑,中/一般,否,下关火车主题公园
[长江两岸景色] -> [温柔浪漫],Positive,愉悦/开心; 浪漫/温馨,强/高,否,中山码头; 民国首都电厂旧址公园; 江豚观赏地; 下关历史陈列馆; 下关滨江沿江亲子步道; 南京长江水生生物科普馆; 7-11江边路店; 民国海军医院旧址; 铁路轮渡旧址; 下关火车主题公园; 长江大桥玻璃栈道
[江景] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站; 浦口码头; 中山停灵台
[蹒跚的背影] -> [感动]; [我买几个橘子去，你就在此地，不要走动] -> [感动],Mixed,怀旧/温馨; 悲伤/失落; 感动,强/高,是（沉思->感动->释然）,浦口旧火车站; 浦口码头; 中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 长江大桥玻璃栈道
[绿皮火车] -> [兴趣/好奇],Positive,愉悦/开心; 兴趣/好奇,强/高,否,南堡公园玻璃栈道; 长江大桥; 宝塔桥东街公交场站; 回龙桥; 大桥南桥头堡; 金陵六村
[仿佛穿越千年] -> [兴趣/好奇],Positive,愉悦/开心; 兴趣/好奇,强/高,否,长江大桥; 中山码头; 浦口火车站
[长江夜景] -> [敬畏/惊叹],Positive,敬畏/惊叹; 舒适/安全,中/一般,否,中山码头; 浦口码头; 浦口火车站旧址; 宝船公园
[江边日落] -> [愉悦/开心]; [江风] -> [舒适/安全],Positive,放松/平静; 愉悦/开心; 舒适/安全; 怀旧/温馨,强/高,否,浦口火车站; 浦口码头
[江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,下关火车主题公园
[治愈日落] -> [愉悦/开心]; [江风] -> [放松/平静]; [长江大桥] -> [敬畏/惊叹],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,中山码头; 珠山茶艺馆
[梧桐大道] -> [欣赏自然美景]; [灯会夜景] -> [喜欢拍照],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,长江大桥; 大桥南堡公园
[钢铁巨人] -> [敬佩],Positive,自豪/归属感; 敬佩,强/高,否,中山码头; 浦口码头; 民国首都电厂旧址公园; 南京北站; 夕Space咖啡店
[绿皮火车] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,下关火车主题公园; 长江大桥
[落日] -> [愉悦/开心]; [长江边] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇,中/一般,否,长江大桥; 中山码头; 浦口火车站
[落日洒在江面] -> [敬畏/惊叹]; [夕阳成为背景] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇; 怀旧/温馨,强/高,否,钟山风景区; 中山陵; 明孝陵; 美龄宫; 梧桐大道; 苜蓿园地铁站; 下马坊; 钟灵街地铁站; 朝天宫; 南京市博物馆; 江宁织造博物馆; 德基广场; 明瓦廊; 大屠杀遇难同胞纪念馆; 新街口; 总统府; 六朝博物馆; 毗卢寺; 科巷菜场; 大报恩寺; 城墙博物馆; 中华门瓮城; 老门东; 瞻园; 江南贡院科举博物馆; 白鹭洲公园; 红山动物园; 金陵style; 玄武湖; 鸡鸣寺; 古生物博物馆; 解放门城墙; 玄武门; 燕子矶公园; 幕燕滨江风貌; 达摩古洞景区; 五马渡游轮码头; 阅江楼; 下关火车主题公园; 中山码头; 浦口码头; 牛首山; 金陵小镇; 栖霞山; 欢乐谷; 紫清湖; 园博园; 珍珠泉; 老山森林公园
[长江暮色] -> [愉悦/开心]; [大桥与江面广角景观] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,南京长江大桥
[铁路和码头历史] -> [怀旧/温馨],Mixed,怀旧/温馨; 兴趣/好奇; 失望/悲伤; 希望/期待,中/一般,是（怀旧->希望）,下关火车主题公园; 长江大桥; 大桥南堡公园; 中山码头; 浦口火车站; 南京西站
,Neutral,怀旧/温馨,中/一般,否,长江边
[明媚阳光下的大桥] -> [愉悦/开心]; [火车鸣笛] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 自豪/归属感,强/高,否,中山码头; 浦口码头; 南京北站
[夕阳] -> [愉悦/开心]; [微风拂面] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,长江大桥; 玻璃栈道; 长江大桥北站
[玻璃栈道] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,中山码头; 民国首都电厂旧址公园; 江边路; 下关火车主题公园; 长江大桥; 大桥南堡公园; 热河路; 秋林龙虾; 挹江门; 中山北路; 五马渡; 渡江战役纪念馆; 金陵小区; 7-11江边路店; 惠民桥
[江波如海] -> [敬畏/惊叹]; [晚风如诗] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,中/一般,否,江边路; 四号码头; 南京客运码头; 下关历史陈列馆; 三号码头
,,,,,玻璃栈道; 南京长江大桥; 大桥南堡公园
[长江落日] -> [治愈/惊叹]; [江风吹拂] -> [舒适],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,下关南通路; 江边; 秦淮河入江口; 千帆建筑群雕; 宝船博览馆; 绿博园
[车厢内漫步] -> [极爽],Positive,愉悦/开心; 兴趣/好奇,强/高,否,映红桥; 玻璃栈道
[父亲背影] -> [温馨],Positive,怀旧/温馨; 愉悦/开心,中/一般,否,中山码头
,Neutral,,弱/低,否,
[文艺风格火车站] -> [兴趣/好奇],Positive,兴趣/好奇; 期待/憧憬,中/一般,否,中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车公园; 玻璃栈道
[复古街区] -> [怀旧/温馨],Positive,愉悦/开心; 怀旧/温馨,强/高,否,下关火车主题公园
[写生场景] -> [放松/平静],Positive,放松/平静; 怀旧/温馨,中/一般,否,南京西站
[江面景色] -> [愉悦]; [朱自清文学记忆] -> [怀旧],Positive,愉悦/开心; 兴趣/好奇; 怀旧/温馨,中/一般,否,南堡公园; 上元门站
[橘黄色夕阳] -> [愉悦/开心]; [海风] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,浦口码头; 中山码头; 浦口火车站; 南京北站
