关系抽取_RE_Cognitive_Emotion
[配套比较全] -> [舒适/安全]; [小区较老] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]; [惬意的感受] -> [放松/平静]
[象征全国各族人民大团结愿景] -> [自豪/归属感]; [工农兵雕塑极具感染力] -> [鼓舞]
[独一无二的位置] -> [惊叹]; [江景视野开阔] -> [愉悦]
[有历史感] -> [Neutral]
[出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]; [旧时南京] -> [怀旧/温馨]
[出片效果] -> [愉悦/开心]; [民国风氛围] -> [怀旧/温馨]; [街拍体验] -> [兴趣/好奇]
[有设计感] -> [兴趣/好奇]; [工业风] -> [愉悦/开心]
[民国风情] -> [兴趣/好奇]; [金色项链] -> [愉悦/开心]
[空气清新] -> [放松/平静]; [波光粼粼的江面] -> [愉悦/开心]
[氛围感好] -> [愉悦/开心]; [宁静环境] -> [放松/平静]
[惬意] -> [放松/平静]; [出片的日落] -> [愉悦/开心]
[脏乱粗糙] -> [悲伤/失望]; [有历史感] -> [悲伤/失望]
[百年历史感] -> [怀旧/温馨]
[野生动物保护意义] -> [敬畏/惊叹]
[秀美江景] -> [愉悦/开心]; [治愈氛围] -> [放松/平静]; [历史意义] -> [敬畏/惊叹]
[美丽景色] -> [愉悦/开心]; [有氛围感] -> [放松/平静]
[有历史感] -> [怀旧/温馨]; [有故事氛围] -> [兴趣/好奇]
[意境美] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]; [文艺氛围] -> [兴趣/好奇]
[历史的见证] -> [敬畏/惊叹]; [时间的沉淀与变迁] -> [怀旧/温馨]
[排队人多] -> [挫败/烦恼]; [很没意思] -> [无聊/厌烦]
[游乐指南] -> [愉悦/开心]
[美] -> [愉悦/开心]
[历史变迁] -> [Neutral]
[早期民国风格] -> [Neutral]
[适合摄影创作] -> [兴趣/好奇]
[惬意路线] -> [放松/平静]; [美景] -> [愉悦/开心]
[漂亮壮观] -> [愉悦/开心]; [人超级多] -> [惊讶]
[浪漫氛围] -> [浪漫/温馨]
[有年代感] -> [怀旧/温馨]; [复古站台] -> [兴趣/好奇]; [出片效果] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [有历史感] -> [怀旧/温馨]
[民国风情] -> [愉悦/开心]; [独特体验] -> [好奇/兴趣]
[历史感] -> [怀旧]; [城市记忆] -> [敬畏]
[看到长江] -> [兴趣/好奇]; [人山人海] -> [挫败/烦恼]; [孩子喂鹿] -> [愉悦/开心]
[完美地夹住太阳] -> [愉悦/开心]; [心中完美的构图] -> [敬畏/惊叹]
[浪漫氛围] -> [愉悦/开心]; [历史文化联想] -> [怀旧/温馨]
[有历史感] -> [好奇]
[理想照进现实] -> [愉悦/开心]; [有故事] -> [兴趣/好奇]
[文艺火车站] -> [怀旧/温馨]; [好逛又好拍] -> [愉悦/开心]
[有意境感] -> [放松/平静]; [氛围感出片] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]; [历史意义] -> [敬畏/惊叹]
[美好瞬间] -> [愉悦/开心]; [豚翻鸟飞] -> [敬畏/惊叹]
[很出片] -> [愉悦/开心]; [课文关联] -> [放松/平静]
[历史沧桑感] -> [怀旧/温馨]; [精美印章] -> [愉悦/开心]
[历史价值] -> [兴趣/好奇]; [过往热闹的联想] -> [怀旧]
[好看/有历史感] -> [愉悦/开心]
[白天和晚上不同景色] -> [愉悦/开心]
[视野开阔] -> [愉悦/开心]; [工业美学] -> [敬畏/惊叹]
[万里晴空] -> [愉悦/开心]; [唯美的落日景象] -> [敬畏/惊叹]
[历史文化氛围] -> [自豪/归属感]; [自然休闲氛围] -> [兴趣/好奇]
[适合夜跑观江] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [出片率高] -> [自豪/归属感]
[更好看] -> [期待]
[怀旧氛围] -> [怀旧/温馨]; [适合拍照] -> [愉悦/开心]
[必打卡] -> [自豪/归属感]; [惊喜元素] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]
[适合秋冬散步] -> [放松/平静]; [撞色设计] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [好奇/兴趣]
[与课本里的长江近距离接触] -> [兴趣/好奇; 敬畏/惊叹]
[感谢] -> [愉悦/开心]
[体验2r的快乐] -> [愉悦/开心]
[静谧氛围] -> [放松/平静]; [怀旧感] -> [怀旧/温馨]
[舒服] -> [放松/平静]; [舒适/安全]
[宁静氛围] -> [放松/平静]; [怀旧联想] -> [怀旧/温馨]
[人文情怀] -> [愉悦/开心]
[有文化底蕴] -> [怀旧/温馨]; [氛围感拉满] -> [愉悦/开心]
[城市发展变迁] -> [遗憾]; [交通不便] -> [失望]
[好看/出片] -> [愉悦/开心]; [家庭友好氛围] -> [舒适/安全]
[有设计感] -> [愉悦/开心]; [宁静氛围] -> [敬畏/惊叹]
[江景美] -> [愉悦/开心]; [宁静环境] -> [放松/平静]
[仿佛穿越时光隧道] -> [怀旧/温馨]; [金色的纱裙般的夕阳] -> [愉悦/开心]
[空旷感受] -> [平静]; [轰响声音] -> [中性接受]
[适合拍照] -> [愉悦/开心]; [天气好没风] -> [放松/平静]
[怀旧场景] -> [怀旧/温馨]; [美食香味] -> [愉悦/开心]
[味道鲜美] -> [愉悦/开心]
[嘎嘎好看] -> [愉悦/开心]
[能直接看到浦口码头的人] -> [兴趣/好奇]
[出片率高] -> [愉悦/开心]; [独特机位] -> [自豪/归属感]
[漂亮] -> [愉悦/开心]; [家乡变美] -> [自豪/归属感]
[怀旧氛围] -> [怀旧/温馨]; [工业文明遗落感] -> [悲伤/失望]
[浪漫氛围] -> [愉悦/开心]; [治愈感] -> [放松/平静]; [灵感氛围] -> [兴趣/好奇]
[具有民国风情的设计感] -> [兴趣/好奇]; [历史意义] -> [怀旧/温馨]
[特别出片] -> [愉悦/开心]; [景色特别好] -> [愉悦/开心]
[回到黄金时代] -> [怀旧/温馨]; [出片] -> [愉悦/开心]
[有文化底蕴] -> [感动]; [怀旧氛围] -> [悲伤]
[有历史感] -> [自豪/归属感]; [领略长江大桥全景] -> [兴趣/好奇]
[江景美翻了] -> [愉悦/开心]
[适合拍照] -> [愉悦/开心]; [有历史感] -> [自豪/归属感]
[历史感] -> [怀旧/温馨]; [修缮进展] -> [期待/兴趣]
[工业风与怀旧风] -> [敬爱/崇敬]; [人少放松氛围] -> [放松/平静]
[治愈氛围] -> [放松/平静]; [江豚跃水] -> [愉悦/开心]
[好天气适合出行] -> [愉悦/开心]
[美轮美奂] -> [敬畏/惊叹]; [有历史感] -> [自豪/归属感]
[拥挤排队] -> [疲惫]; [遛娃宽敞] -> [些许满意]
[风雅氛围] -> [愉悦/开心]; [怀旧氛围] -> [怀旧/温馨]
[悠闲氛围] -> [放松/平静]; [见旧友情怀] -> [怀旧/温馨]
[厚重历史感] -> [敬畏/惊叹]; [日军破坏及细菌研究] -> [悲伤/失望]
[活动满员] -> [愉悦/开心]
[出行便捷] -> [兴趣/好奇]; [夜景很美] -> [愉悦/开心]
[人多] -> [害羞/尴尬]
[绝美落日] -> [愉悦/开心]; [洒满金色的江面] -> [敬畏/惊叹]
[有历史感] -> [敬畏/惊叹]; [最美夕阳] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [年代感火车] -> [兴趣/好奇]
[有故事感] -> [愉悦/开心]
[花卉漂亮] -> [愉悦/开心]; [历史事件] -> [兴趣/好奇]
[危险感] -> [焦虑/害怕]; [探索黑色礁石] -> [兴趣/好奇]
[免费开放] -> [愉悦/开心]; [有氛围感] -> [放松/平静]
[惬意] -> [放松/平静]; [意想不到的惊喜和满足] -> [愉悦/开心]
[氛围感强] -> [愉悦/开心]; [电视剧般场景] -> [兴趣/好奇]
[非常出片] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[天色暗淡] -> [失望/悲伤]; [工业风建筑] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]; [文化街区] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [治愈体验] -> [放松/平静]
[有文化底蕴] -> [怀旧/温馨]; [有故事] -> [敬畏/惊叹]
[承载父子亲情的记忆] -> [怀旧/温馨]
[安静/宁静氛围] -> [放松/平静]; [美景] -> [愉悦/开心]
[温馨氛围] -> [愉悦/开心]
[沉浸式感受南京百年前风貌] -> [怀旧/温馨]; [出片] -> [愉悦/开心]
[浪漫] -> [愉悦/开心]
[有拍摄价值] -> [兴趣/好奇]; [独特性感知] -> [愉悦/开心]
[发光发丝效果] -> [愉悦/开心]; [阴雨天寒冷] -> [失望/悲伤]
[浪漫氛围] -> [愉悦/浪漫]
[诗意与浪漫] -> [愉悦/开心]; [梦幻夕阳] -> [敬畏/惊叹]
[交通便利] -> []
[承载思念] -> [悲伤/失望; 怀旧/温馨]
[宁静氛围] -> [放松/平静]; [民国风情] -> [怀旧/温馨]
[民国风情] -> [愉悦/开心]; [历史韵味] -> [怀旧/温馨]; [穿越时空感] -> [敬畏/惊叹]
[景色美丽] -> [愉悦/开心]; [有历史厚重感] -> [敬畏/惊叹]
[文艺] -> [怀旧/温馨]; [历史文化价值] -> [敬佩/惊叹]
[环境好] -> [愉悦/开心]; [适合遛娃] -> [放松/平静]
[一家人能在一起] -> [温馨/怀旧]; [灿若桃花的笑容] -> [愉悦/开心]
[生态危机描述] -> [悲伤/失望]; [十年禁渔后的恢复] -> [希望/期待]
[有历史感] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[有文化气息] -> [自豪/归属感]; [有故事] -> [怀旧/温馨]
[宁静氛围] -> [放松/平静]; [历史感] -> [怀旧/温馨]
[绝美] -> [愉悦/开心]; [浪漫] -> [愉悦/开心]
[历史遗迹] -> [怀旧/温馨]; [民国文人足迹] -> [敬畏/惊叹]
[出片效果] -> [愉悦/开心]; [夜景观赏] -> [放松/平静]
[好吃且实惠] -> [愉悦/开心]; [有年代感] -> [怀旧/温馨]
[有历史感] -> [自豪/归属感]; [文艺氛围] -> [兴趣/好奇]
[有文化内涵] -> [自豪/归属感]; [有故事] -> [怀旧/温馨]
[赛博朋克风格] -> [兴趣/好奇]; [设施未达预期] -> [略有落差]
[适合拍照打卡] -> [愉悦/开心]; [清净舒适] -> [放松/平静]
[承载几代人的情感记忆] -> [自豪/归属感]; [标志性建筑] -> [敬佩]
[舒服] -> [放松/平静]; [开阔江景] -> [愉悦/开心]
[有象征意义] -> [怀旧/温馨]; [历史感] -> [怀旧/温馨]
[书本照进现实] -> [愉悦/开心]; [未看到江豚] -> [失望/悲伤]
[历史文化氛围浓厚] -> [怀旧]; [保存完好] -> [欣赏]
[有历史感] -> [怀旧/温馨]
[地铁出行最方便快捷] -> [兴趣/好奇]
[有重要历史意义] -> [自豪/归属感]; [风景秀丽] -> [愉悦/开心]
[拍照好看] -> [愉悦/开心]; [氛围感强] -> [放松/平静]
[江风舒服] -> [放松/平静]; [拍照出片] -> [愉悦/开心]
[出片场景] -> [愉悦/开心]; [怀旧氛围] -> [怀旧/温馨]
[有历史感] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[温柔日落] -> [愉悦/开心]; [一切都慢了下来] -> [放松/平静]
[风景优美] -> [愉悦/开心]; [惬意] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]
[适合放松的氛围] -> [放松/平静]; [免费日落] -> [愉悦/开心]; [文学影视联想] -> [兴趣/好奇]
[宁静氛围] -> [放松/平静]; [视觉美感] -> [愉悦/开心]
[漂亮] -> [愉悦/开心]; [有氛围感] -> [敬畏/惊叹]
[绝美夕阳] -> [愉悦/开心]; [橘色之梦] -> [敬畏/惊叹]
[有历史感] -> [自豪/归属感]
[宁静氛围] -> [放松/平静]; [身体舒适感] -> [愉悦/开心]
[轮渡服务便捷] -> [舒适/安全]; [生态园景观] -> [兴趣/好奇]
[历史意义] -> [自豪/归属感]; [推荐主题邮局] -> [兴趣/好奇]
[历史痕迹] -> [怀旧/温馨]; [城市更新] -> [悲伤/失望]
[民国霓虹灯下的繁华感] -> [愉悦/开心]; [拍照出片] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [历史感] -> [怀旧/温馨]
[历史感] -> [怀旧/温馨]; [中西合璧建筑] -> [敬畏/惊叹]
[适合拍照] -> [愉悦/开心]
[美] -> [愉悦/开心]; [迷醉] -> [放松/平静]
[美] -> [愉悦/开心]
[不够惊艳] -> [失望/悲伤]
[好看] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[交通连接功能完善] -> [中性情感]
[适合带娃] -> [愉悦/开心]; [小众宁静] -> [放松/平静]
[炎热不适] -> [疲惫/烦躁]; [美丽的晚霞] -> [愉悦/开心]
[风景不错] -> [愉悦/开心]; [适合亲子活动] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]
[特别出片] -> [愉悦/开心]; [有文化底蕴] -> [自豪/归属感]
[有文化底蕴] -> [怀旧/温馨]; [有故事] -> [敬佩/惊叹]
[传统与潮流完美融合] -> [愉悦/开心]; [有文化底蕴] -> [自豪/归属感]
[历史厚重感] -> [自豪/归属感]; [民国风情街规划] -> [希望/期待]
[壮观且具有历史意义的大桥] -> [敬畏/惊叹]; [实现愿望观赏大桥] -> [愉悦/开心]; [国家发展的象征] -> [自豪/归属感]
[视野开阔] -> [放松/平静]; [出片效果好] -> [愉悦/开心]
[浪漫氛围感] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]; [怀旧记忆] -> [怀旧/温馨]
[怀旧] -> [怀旧/温馨]; [有历史感] -> [敬畏/惊叹]
[可爱设计] -> [愉悦/开心]; [促销氛围] -> [兴趣/好奇]
[深刻细腻的父爱描写] -> [感动/温馨]
[出片; 好看] -> [愉悦/开心]
[值得剪辑] -> [愉悦/开心]
[美] -> [愉悦/开心]
[出片率高] -> [愉悦/开心]; [晚霞美景] -> [敬畏/惊叹]
[城市记忆] -> [怀旧/温馨]
[特别好看] -> [愉悦/开心]; [安静人少] -> [放松/平静]
[放松] -> [平静]
[有氛围感] -> [愉悦/开心]; [有象征意义] -> [希望/期待]
[惬意复古] -> [放松/平静]; [胶片感强] -> [愉悦/开心]
[有氛围感] -> [愉悦/开心]; [出片] -> [愉悦/开心]
[文艺氛围] -> [愉悦/开心]; [怀旧特质] -> [怀旧/温馨]
[治愈舒适] -> [放松/平静]; [民国风建筑群好看] -> [兴趣/好奇]; [融入生活的氛围感] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [怀旧] -> [温馨]
[宁静氛围] -> [放松/平静]; [治愈感受] -> [舒适/安全]
[永远不会失望] -> [愉悦/开心]
[耗时且劳累] -> [挫败/烦恼]
[适合家庭] -> [舒适/安全]; [美景] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [有设计感] -> [兴趣/好奇]
[浪漫感受] -> [愉悦/开心]; [多元化服务] -> [兴趣/好奇]
[有情调] -> [愉悦/开心]; [浪漫氛围] -> [浪漫/温馨]
[出片] -> [愉悦/开心]; [怀旧感] -> [怀旧/温馨]; [破碎感] -> [敬佩/惊叹]
[回忆] -> [怀旧/温馨]; [经历] -> [悲伤/失望]
[历史感] -> [怀旧/温馨]; [有故事] -> [敬畏/惊叹]
[很出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[历史文化交相辉映] -> [敬畏/惊叹]; [景色优美] -> [愉悦/开心]
[美不胜收] -> [愉悦/开心]; [宁静] -> [放松/平静]; [壮观] -> [敬畏/惊叹]
[情感回忆杀] -> [自豪/归属感]; [文化氛围] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [开阔江景] -> [浪漫/温馨]
[文艺复古气息] -> [愉悦/开心]; [历史厚重感] -> [怀旧/温馨]
[历史韵味] -> [兴趣/好奇]; [打卡拍照点] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]; [有故事] -> [敬佩/敬畏]
[灯光设计感强] -> [愉悦/开心]; [视野开阔] -> [兴趣/好奇]
[环境清幽雅致] -> [放松/平静]; [适合饭后散步] -> [舒适/安全]
[浪漫] -> [愉悦/开心]; [治愈一切] -> [放松/平静]
[沉浸式体验] -> [好奇/兴趣]
[橘子海日落] -> [惊叹/敬畏]; [民国风情] -> [怀旧/温馨]
[孤独氛围] -> [孤独]; [壮观江景] -> [敬畏]; [温暖便利店] -> [温馨]
[氛围感拉满] -> [愉悦/开心]; [安静治愈] -> [放松/平静]
[太出片了] -> [愉悦/开心]; [绝美] -> [敬畏/惊叹]
[有怀旧感] -> [怀旧/温馨]; [江景优美] -> [愉悦/开心]
[文化氛围] -> [兴趣/好奇]; [悠闲行程] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]
[文化氛围浓厚] -> [兴趣/好奇]
[宛如海滨城市] -> [惊叹/敬畏]; [太浪漫] -> [愉悦/开心]
[交通不便] -> [挫败/烦恼]; [导航困难] -> [焦虑/害怕]; [普通] -> [无聊/厌烦]
[有文化底蕴] -> [敬佩/惊叹]
[有历史感] -> [怀旧/温馨]; [民国时期] -> [敬畏/惊叹]
[推荐] -> [愉悦/开心]; [拍照打卡点多] -> [兴趣/好奇]
[历史厚重] -> [怀旧/温馨]; [江豚跃出水面] -> [敬畏/惊叹]; [夕阳江景] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]
[梦幻灯光] -> [愉悦/开心]; [火烧云] -> [敬畏/惊叹]
[很好拍] -> [愉悦/开心]; [电影故事感] -> [兴趣/好奇]; [气势恢宏长江] -> [惊叹/敬畏]
[历史地标] -> [自豪/归属感]; [壮观景色] -> [敬畏/惊叹]; [展览内容丰富] -> [兴趣/好奇]
[民国怀旧氛围] -> [放松/平静]; [饮长江落日] -> [愉悦/开心]
[惬意氛围] -> [放松/平静]; [独特轮渡体验] -> [兴趣/好奇]
[有历史感] -> [怀旧]; [民国风建筑精致] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [意境好] -> [兴趣/好奇]
[适合i人] -> [放松/平静]; [宠物友好] -> [愉悦/开心]
[出片] -> [愉悦/开心]
[经典景观] -> [兴趣/好奇]; [地标性] -> [欣赏]
[心情旷然] -> [放松/平静]; [很燃] -> [自豪/归属感]
[出片] -> [愉悦/开心]; [放松] -> [放松/平静]
[超级出片] -> [愉悦/开心]; [落日巨美] -> [愉悦/开心]
[适合拍照] -> [平静]
[轻松氛围] -> [放松/平静]; [价格实惠] -> [满意]
[好看/出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[有历史感] -> [怀旧/温馨]; [关闭] -> [悲伤/失望]
[家庭悲剧] -> [唏嘘]; [命运多舛] -> [同情/怜悯]
[有文化底蕴] -> [敬佩/惊叹]; [有故事] -> [怀旧/温馨]
[美得像开了滤镜] -> [愉悦/开心]; [江豚] -> [敬畏/惊叹]
[美丽风景] -> [愉悦/开心]; [静谧感] -> [放松/平静]; [波光粼粼江面] -> [敬畏/惊叹]
[价格实惠] -> [兴趣/好奇]; [观景便利] -> [舒适/安全]
[有历史感] -> [怀旧/温馨]; [有设计感] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]
[环境优美] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[伟岸景观] -> [敬畏/惊叹]; [灯光美景] -> [愉悦/开心]
[历史联想] -> [怀旧/温馨]; [景区改善] -> [愉悦/开心]
[灯光效果] -> [兴趣/好奇]; [镜面效果] -> [欣赏/惊叹]
[夜景不错] -> [愉悦/开心]; [不拥挤] -> [舒适/安全]
[现代都市感] -> [好奇]; [怀旧氛围] -> [悲伤]
[寒冷不适] -> [不适/不舒服]
[特别适合天气好的时候] -> [愉悦/开心]; [不急不忙] -> [放松/平静]
[有历史感] -> [敬畏/惊叹]
[出片率高] -> [愉悦/开心]; [春季景观] -> [兴趣/好奇]; [夜景震撼] -> [惊叹/敬畏]
[宁静氛围] -> [放松/平静]; [风景优美] -> [愉悦/开心]
[美轮美奂] -> [敬畏/惊叹]; [开阔江景] -> [放松/平静]
[父母的唠叨] -> [感恩]; [成长变化] -> [悲伤/失落]
[有回忆] -> [怀旧/温馨]; [过气的商业] -> [悲伤/失望]
[交通费用低] -> [愉悦/开心]
[菜品量足] -> [愉悦/开心]; [环境舒适] -> [愉悦/开心]
[浪漫氛围] -> [放松/平静]; [油画般景色] -> [敬畏/惊叹]
[等待时间长] -> [失望/悲伤]; [没有看到预期景观] -> [无聊/厌烦]
[有历史感] -> [敬佩]; [有文化底蕴] -> [怀旧]
[浪漫氛围] -> [愉悦/开心]; [值得纪念的瞬间] -> [敬畏/惊叹]
[怀旧] -> [怀旧/温馨]; [有故事] -> [愉悦/开心]
[有种逆流而行的快活] -> [愉悦/开心]
[朱自清文学记忆] -> [怀旧/温馨]; [民国风格设计] -> [兴趣/好奇]
