关系抽取_RE_Spatial_Cognitive
[锦绣江山花园] -> [配套比较全]; [锦绣江山花园] -> [小区较老]
[轮渡] -> [性价比高]; [落日和江面] -> [美丽]; [浦口火车站] -> [复古民国风好看]
[玻璃栈道] -> [路线清晰]; [长江大桥] -> [出片角度好]
[玻璃栈桥] -> [能拍出大桥的宏伟]; [民国建筑] -> [自成一派]; [工业遗存] -> [颓废感]
[光影和轨道] -> [好看/出片]
[蕪裕第二輪渡棧橋] -> [規模較大且保存較好]; [第一輪渡棧橋] -> [規模和保存狀況較差]
[晚霞] -> [很美]; [轮渡服务] -> [价格透明; 支付方式多样]
[夕阳] -> [浪漫]; [绿皮火车] -> [年代感]
[南京长江大桥] -> [中国自行设计建造的第一座现代化大桥]; [工农兵雕塑] -> [象征团结一致和苦干精神]
[建在江面上的餐厅] -> [独一无二的位置]; [与长江大桥合影点] -> [拍照出片]
[浦口火车站] -> [有历史感]; [津浦铁路] -> [有故事]
[玻璃栈道] -> [出片]; [下关火车主题园] -> [拍复古大片]; [梧桐大道] -> [有那味]
[橘子雕塑] -> [有故事]; [绿皮火车废墟] -> [工业废墟风拉满]; [百年月台雨廊] -> [影视取景地]
[下关火车主题公园] -> [有设计感]
[下关火车主题园] -> [昭和风]; [长江大桥] -> [金色项链]
[绿地] -> [比玻璃栈桥更出片]; [江风] -> [舒服]
[长江大桥夜景] -> [星光璀璨]; [滨水位置] -> [适合散步]
[下关火车主题公园] -> [有历史感]; [中山码头-轮渡-江面] -> [惬意]
[铁路轮渡栈桥] -> [脏乱粗糙]
[轮渡] -> [百年浪漫]
[南京江边] -> [江豚保护意义]
[长江大桥] -> [震撼]; [长江暮色] -> [唯美]
[江边日落] -> [美丽]; [轮渡] -> [浪漫]
[民国首都电厂旧址公园] -> [有历史感]; [塔吊、卸煤码头等工业设施] -> [粗犷工业风]
[日落] -> [意境美]
[浦口火车站] -> [保存完好的民国特色]; [历史建筑] -> [有文化故事性]
[老下关码头] -> [仿佛穿越时光隧道]; [发电厂旧址] -> [历史的见证]; [塔吊] -> [与历史交融]
[中山码头] -> [排队人多]; [浦口大马路] -> [很没意思]
[下关滨江] -> [游乐场所]
[轮渡在落日下] -> [美]
[浦口火车站] -> [英国殖民影响]; [南京北站] -> [一带一路倡议关联]
[巴洛克风格的门楼] -> [早期民国风格]
[下关火车主题公园] -> [适合拍摄电影感画面]; [中山浦口码头] -> [适合拍摄电影感画面]
[下关火车主题公园] -> [出片]; [铁路轮渡栈桥旧址] -> [视野开阔]; [揽江台] -> [节假日人不多]
[长江大桥南堡景观] -> [漂亮壮观]; [玻璃栈道] -> [有设计感]
[夕Space落日餐厅] -> [浪漫氛围]
[阴天长江] -> [水墨滤镜]; [轮渡下层座椅] -> [有年代感]; [浦口站站台] -> [复古]
[轮渡] -> [出片; 有设计感]; [浦口火车站] -> [有历史感]
[下关西火车主题园] -> [出片]; [民国首都电厂旧址] -> [赛博朋克风]; [阅江楼] -> [鸟瞰城市全景]
[大马路] -> [历史的另一种美学]; [历史建筑] -> [协调/突兀]
[绿皮火车] -> [有特色]; [长江大桥] -> [桥梁结构清晰可见]; [鹿苑] -> [适合儿童游玩]
[长江大桥] -> [完美地夹住太阳]; [悬日景观] -> [心中完美的构图]
[浦口火车站] -> [人少拍照出片]; [橘子海] -> [绝美]
[下关火车主题公园] -> [有历史感]; [铁路轮渡栈桥旧址] -> [文化遗产]
[32路穿过挹江门] -> [理想照进现实]; [纪念碑] -> [地标明显]
[民国建筑] -> [文艺]; [文案出圈的装置] -> [好拍]
[长江大桥灯光] -> [氛围感出片]; [玻璃栈道] -> [有意境感]
[浦口火车站] -> [有历史感]; [浦口火车站] -> [有文化底蕴]
[红云桥] -> [江豚观测点]; [骑行道] -> [路线清晰]
[浦口火车站] -> [有历史感]; [火车轨道] -> [很出片]
[中山码头民国风格] -> [历史沧桑感]; [江豚书屋] -> [精美印章]
[六角形亭子] -> [典型中国古典建筑风格]; [贝壳状雕刻] -> [历史价值]
[绿皮火车] -> [出片]; [蒸汽火车头] -> [有历史感]
[玻璃栈桥] -> [白天和晚上不同景色]; [步行路径] -> [路线清晰]
[观景平台] -> [视野开阔]; [工业建筑] -> [有设计感]
[落日/夕阳] -> [等到了]; [轮渡] -> [来回4元]
[宝船厂遗址景区; 渡江胜利纪念馆; 南京下关历史陈列馆] -> [承载南京历史文化记忆]; [阅江楼风景区; 长江传奇系列游轮; 五马渡广场] -> [滨江景观优美]
[滨江风光带] -> [夜跑观江非常适合]
[颐和路] -> [东方最美街道]; [黄墙灰瓦+梧桐光影] -> [电影感]; [心形梧桐树] -> [浪漫]
[长江大桥] -> [更好看]
[下关火车主题公园] -> [怀旧风格]; [老房子和废旧铁轨] -> [适合拍照]
[南京长江大桥] -> [必打卡]; [江豚] -> [惊喜元素]
[浦口车站] -> [穿越时空的感觉]
[101明潮里] -> [潮流艺术园区]; [阅江楼] -> [中式美学氛围拉满]
[铁路桥] -> [有历史感]; [铁路桥] -> [有文化底蕴]
[轮渡] -> [与课本里的长江近距离接触]
[轮渡] -> [交通便利]
[中山码头] -> [体验2r的快乐]
[三层独栋民国建筑] -> [复古设计]; [顶层天台] -> [视野开阔]; [木质楼梯和复古吊灯] -> [有岁月感]
[江风] -> [舒服]
[宁静的🌊] -> [宁静]
[自然风光] -> [有自然风光]
[大马路牌坊] -> [氛围感拉满]; [老火车车厢] -> [有设计感]; [津浦路4号建筑] -> [有历史感]
[轮渡服务减少] -> [使用便利性下降]
[绿皮火车] -> [别有一番风味]; [民国时期旧列车] -> [出片]
[大桥灯光] -> [精致; 协调]; [城市灯光] -> [安静又温暖]
[江景] -> [特别美]; [铁路轮渡栈桥旧址] -> [有历史感]
[中山路] -> [仿佛穿越时光隧道]; [下关火车主题乐园] -> [风景优美]
[三层轮渡船] -> [功能分区明确]; [第三层观景台] -> [需付费提升体验]
[玻璃栈道] -> [清澈江水]; [长江大桥] -> [适合拍照]
[浦口火车站] -> [百年英式建筑]; [红色屋顶米黄外墙] -> [协调美观]; [天桥小烧饼] -> [传承最朴实的味道]
[大桥南堡公园] -> [朴实小馆]; [入口大门] -> [路线清晰]
[江豚广场] -> [嘎嘎好看]
[望远镜] -> [能直接看到浦口码头的人]
[玻璃桥下方水边机位] -> [出片率高]; [亮灯设施] -> [画面美观]
[彩虹玻璃桥] -> [漂亮]; [金川河步道] -> [方便可达]
[铁路轮渡栈桥旧址] -> [有历史感]; [火车主题公园] -> [新旧融合明显]
[轮渡] -> [超有意境]; [晚霞] -> [超美]; [江豚] -> [惊喜感]
[浦口火车站] -> [具有民国风情的设计感]; [轮渡交通] -> [路线清晰]
[玻璃栈道] -> [特别出片]; [江边景色] -> [景色特别好]
[浦口火车站近代建筑风貌区] -> [恍若隔世]; [绿皮火车] -> [出片]; [大马路拱门] -> [拍照佳地]
[浦口火车站] -> [有历史感]; [月台] -> [有故事]
[南京长江大桥] -> [有历史感]; [南堡公园] -> [领略长江大桥全景]
[幕燕滨江风光带] -> [江景美翻了]
[江豚观赏点] -> [可以看到江豚]; [民国首都电厂旧址] -> [有历史感]
[天字号里弄] -> [具有民国建筑风貌]; [天保里等保存一般] -> [怀旧氛围]
[老厂房; 铁轨; 老机车] -> [彰显曾经辉煌的工业时代]; [小火车] -> [适合遛娃]
[江豚] -> [治愈]; [映虹桥] -> [美不胜收]
[江豚] -> [江豚作为南京城市象征的意义]
[铁路轮渡栈桥旧址] -> [美轮美奂]
[轮渡] -> [网红点]; [扬子江生态园] -> [预期目的地]
[中山码头] -> [风雅]; [浦口火车站] -> [怀旧氛围]
[民国首都电厂旧址公园] -> [唯美风]; [铁路轮渡栈桥旧址] -> [复古风]
[中西合璧建筑] -> [有设计感]; [历史沿革] -> [有历史感]
[下关火车主题园] -> [适合举办Cosplay活动]
[长江边] -> [适合吹风]
[轮渡] -> [出行便捷]; [江山夜景] -> [很美]
[绿皮火车] -> [怀旧感]; [建设中的地铁工地] -> [路线不清晰]
[中山轮渡] -> [花2元体验]
[下关火车主题公园] -> [绝佳地点]; [橘子海落日] -> [绝美]
[小红楼] -> [有历史感]; [三楼露台] -> [绝佳机位]
[玻璃栈道] -> [视野开阔]; [复古车厢] -> [出片]
[中山码头] -> [有故事感]
[宋晟墓] -> [被城市让步迁移]; [雨花台花卉] -> [体验好极了]
[轮渡] -> [便宜且准点]; [江边] -> [危险]
[长江大桥] -> [好看]; [民国建筑] -> [有历史感]
[南京长江大桥] -> [承载着老一辈无数回忆的标志性建筑]; [玻璃栈桥] -> [别有一番风味]
[夕Space落日餐厅] -> [好有氛围感]; [夕阳江景] -> [绝了]; [圣诞灯光] -> [另一番氛围]
[铁路元素] -> [有设计感]; [滨江岸线风光] -> [视野开阔]
[长江大桥玻璃栈道] -> [工业风建筑有设计感]; [江豚书屋] -> [营业时间限制]
[老建筑] -> [留下浦口记忆]; [文化街区] -> [文艺氛围]
[京艺术中心] -> [空间大、舒适chill]; [滨江浪漫落日] -> [治愈系]
[浦口火车站] -> [有历史感]; [民国风格建筑] -> [精致]
[浦口火车站] -> [承载父子亲情的记忆]
[南京南堡公园] -> [免费且方便停车]; [步行线] -> [路线清晰]
[太平南路76巷黄墙黛瓦建筑] -> [原汁原味的民国味]; [慧园里民国建筑群] -> [恍若走进《花样年华》片场]
[轮渡] -> [浪漫氛围]
[长江大桥] -> [标准古今结合的景]
[中山码头] -> [轮渡服务便捷]; [下关火车公园] -> [适合拍照]
[下关江边] -> [浪漫]
[中山码头] -> [历史见证者]; [浦口老火车站] -> [文艺气息]; [滨江风光带] -> [风景如画]
[上元门3号出口] -> [交通便利]
[长江] -> [承载思念]
[民国建筑群] -> [深厚历史底蕴]; [紫峰大厦夜景] -> [浪漫氛围]
[浦口火车站] -> [拍照天堂]; [老车站主体大楼] -> [大片既视感]; [《背影》主题雕塑] -> [仿佛看到散文场景]; [雨廊] -> [浪漫温馨氛围]
[南京长江大桥] -> [地标显著，方向感强]; [夕阳西下景色] -> [景色美丽]
[浦口火车站] -> [中国最文艺的九个火车站之一]; [老式英式建筑] -> [文艺]
[下关火车主题公园] -> [人少环境好]; [绿皮火车] -> [有年代感]
[大桥公园内的草坪、铁路桥] -> [出片]; [公园] -> [浓浓80年代复古风]
[长江] -> [历史长河; 有历史感]
[历史陈列馆] -> [有文化底蕴]; [玻璃栈道] -> [有设计感]
[浦口火车站] -> [有历史感]; [浦口火车站] -> [有文化底蕴]
[老式绿皮火车] -> [充满年代感]; [铁路轮渡栈桥旧址] -> [钢铁硬核废土风]
[南京长江大桥朝霞] -> [绝美]
[栖霞山北站] -> [不起眼的小站]; [栖霞山站] -> [历史感厚重]
[玻璃栈道夜景] -> [真的好美]; [火车轨道轰鸣] -> [有别样的鲜活]
[小烧饼店] -> [有年代感]; [一块钱一个] -> [价格实惠]
[民国首都发电厂遗址] -> [有历史感]; [江边路] -> [最具有民国特色]
[浦口火车站] -> [有历史感; 有文化内涵]; [民国特色建筑风格] -> [精致; 协调]
[南京长江大桥] -> [满满的赛博朋克风]; [玻璃栈道] -> [设施未达预期]
[下关火车主题园] -> [适合拍照打卡]; [民国首都电厂旧址公园] -> [建筑漂亮]; [江豚书屋] -> [印章清晰]
[长江大桥] -> [标志性建筑]; [玻璃栈道] -> [步行路径不清晰]
[滨江江边路] -> [真舒服]; [长江大桥] -> [开阔江景]
[毛主席标语] -> [有象征意义]; [未长大的树木和菜地] -> [历史感]
[长江] -> [书本照进现实]
[民国特色建筑] -> [保存完好]; [历史老建筑] -> [历史文化氛围浓厚]
[民国海军医院旧址] -> [有历史感]
[南京长江大桥] -> [有重要历史意义]; [亲水圆环栈道] -> [太好看了]
[江边景观] -> [拍照好看]; [江边氛围] -> [氛围感强]
[江景] -> [很好看]; [玻璃栈桥] -> [出片]
[浦口火车站] -> [出片]; [津派建筑] -> [怀旧氛围]
[江豚] -> [翻滚嬉戏]; [民国首都电厂旧址公园] -> [有历史感]
[轮渡] -> [lalaland的感觉]; [橘子海日落] -> [温柔美好]
[轮渡] -> [便捷]; [浦口公园] -> [风景优美]; [江风] -> [惬意]
[草棚; 栈道; 人力车] -> [有历史感]
[轮渡] -> [免费日落观景点]; [南京北站] -> [有年代感]
[日落] -> [有美感]
[长江大桥日落] -> [漂亮]
[轮渡] -> [最值得]; [夕阳] -> [绝美]
[民国元素的历史文化建筑] -> [有历史感]
[散步场所] -> [好用]; [自然景观] -> [宁静]
[轮渡服务] -> [便捷]; [扬子江生态园] -> [挺大]
[展览] -> [了解近代史]; [江岸线徒步路线] -> [小众且很棒]
[浦口火车站] -> [怀旧感]; [老美式仓库集群] -> [复古感强]
[浦口火车站] -> [像南京长江路1912]; [民国风格建筑] -> [拍照很出片]
[玻璃栈桥] -> [超容易出片]; [民国建筑群] -> [很有年代感]
[民国海军医院旧址] -> [保存完整]; [中西合璧建筑风格] -> [精致/有设计感]
[浦口火车站街区] -> [适合拍照]; [咖啡店] -> [不推荐]
[江边] -> [好美]; [晚风] -> [迷醉]
[滨江江面] -> [美]
[晚霞] -> [不够惊艳]
[江边] -> [视野开阔]; [日落] -> [好看]
[轮渡] -> [交通连接功能完善]
[玻璃栈道] -> [出片]; [南堡公园] -> [适合带娃]
[步行路径无遮阴] -> [炎热不适]; [轮渡傍晚时段] -> [美丽的晚霞]
[长江大桥] -> [风景不错]; [火车从桥下驶过] -> [可以观看]
[长江轮渡] -> [路线清晰]; [浦口火车站] -> [有历史联想]
[民国风格建筑] -> [有历史感]; [露台] -> [特别出片]
[民国建筑群] -> [有历史厚重感]; [下关发电所] -> [承载清末至民国电力工业发展历史]
[大马路] -> [入城要道]; [民国精美建筑] -> [视觉美感]; [江苏邮政管理局旧址] -> [历史文化价值]
[南京长江大桥] -> [重大工业成果]; [江水轻拍河岸+高铁呼啸] -> [多美的画面]
[落日轮渡] -> [可以拍到橘子海]; [傍晚时分] -> [视野开阔]
[夕Space] -> [浪漫氛围感]; [夕阳] -> [浪漫]
[全落地玻璃] -> [视野开阔]; [法式风格] -> [浪漫氛围]
[老建筑] -> [有历史感]; [老车站] -> [有氛围感]
[7-11江边路店] -> [促销活动清晰]
[浦口火车站] -> [印象深刻]
[下关火车主题公园] -> [出片; 好看]
[晚霞] -> [值得剪辑]
[长江大桥] -> [美]
[下关火车主题街区] -> [出片率高]; [晚霞] -> [光影交错]
[明故宫机场] -> [中国首座军用机场]; [511公园] -> [保留历史建筑]
[下关火车主题公园] -> [城市记忆]; [江心洲青奥森林公园] -> [城市记忆]
[下关火车主题公园] -> [特别好看]; [中山码头至浦口火车站轮渡] -> [复古、民国感]; [河海大学] -> [日系小清新]
[公交12路+步行路径] -> [路线清晰]; [玻璃栈道照明时间] -> [功能性强]
[扬子江生态公园] -> [适合发呆]
[黄金时分] -> [有氛围感]; [渡轮缓缓驶向彼岸] -> [有象征意义]
[蒸汽火车头、绿皮火车] -> [惬意复古]; [长江大桥] -> [尽收眼底]
[蓝调时刻] -> [有氛围感]; [等船的伴侣] -> [出片]
[民国建筑风貌] -> [文艺/怀旧]; [火车站历史事件] -> [有文化底蕴]
[蔷薇瀑布] -> [治愈舒适]; [民国风建筑群] -> [很有历史感]; [江水拍打岸边] -> [很震撼]
[浦口火车站] -> [历史感强]; [江边落日] -> [浪漫]
[下关火车主题公园] -> [小众]; [江滩边] -> [好治愈]
[落日] -> [永远不会失望]
[步行6公里] -> [耗时且劳累]
[绿皮火车] -> [宝藏地方]
[废弃绿皮车] -> [出片]; [工业风建筑] -> [有设计感]
[中山码头] -> [热闹]; [中山客厅] -> [功能多样]; [2元轮渡] -> [浪漫]
[老电厂旧址公园] -> [历史与现代结合]; [夕阳] -> [浪漫氛围]
[老旧绿皮火车] -> [怀旧感]; [废弃栈桥建筑] -> [破碎感]; [夕阳] -> [出片]
[桥头堡] -> [有历史感]; [斑驳的墙面] -> [粗糙/突兀]
[日落霞光] -> [很出片]; [横梁位置] -> [适合拍背影]
[长江岸边的山水风光] -> [历史文化交相辉映]; [玻璃栈道] -> [景色优美]
[玻璃栈桥] -> [适合观赏日落和傍晚散步]; [火烧云] -> [壮观]; [灯光] -> [如诗如画]
[浦口火车站] -> [情感回忆杀宇宙]; [咖啡、书店、展览] -> [泪点、卖点]
[中山码头] -> [浪漫氛围]; [轮渡] -> [开阔江景]
[浦口火车站] -> [有历史感]; [雨廊] -> [最容易出片]
[栖霞山北站] -> [路线清晰]
[中山码头] -> [有历史韵味]; [浦口火车站旧址] -> [影视取景地]; [玻璃栈道] -> [打卡拍照点]
[浦口火车站] -> [有历史感]; [圆球形建筑] -> [象征着一个巨星的陨落]
[玻璃栈道] -> [视野开阔]; [灯光效果] -> [灯光设计感强]
